response_id	cause	cause_no	cause_sep	maximum_response_one_cause	type	group_cause	code_cause	mistake	mistake_no	mistake_sep	maximum_response_one_type	group_type	code_type
R_2uQIn0onTQYseK1	Intellectual lasiness	1	Intellectual lasiness	yes	recurring	carelessness	laziness	Not to meet dealines	1	Not to meet dealines	yes	project management error	error in time management
R_2uQIn0onTQYseK1	Intellectual laziness	1	Intellectual laziness	yes	serious	carelessness	laziness	Not to meet dealines	1	Not to meet dealines	yes	project management error	error in time management
R_2v92FujMnTNUKtU	When recoding from raw responses to a categorical dependent variable, missing values were given a value of zero because I neglected to write an if condition in the syntax.	1	When recoding from raw responses to a categorical dependent variable, missing values were given a value of zero because I neglected to write an if condition in the syntax.	yes	serious	carelessness	neglect	miscoding of a dependent variable	1	miscoding of a dependent variable	yes	data coding error	value coding error
R_2VmXtXlfGpTVyxw	Overly automatic thinking.	1	Overly automatic thinking.	yes	recurring	lack of control	automatic thinking	Misleading cut-paste from one file to another.	1	Misleading cut-paste from one file to another.	yes	data transfer error	copy paste error
R_2VmXtXlfGpTVyxw	Overly automatic thinking.	1	Overly automatic thinking.	yes	serious	lack of control	automatic thinking	Misleading cut-paste from one file to another.	1	Misleading cut-paste from one file to another.	yes	data transfer error	copy paste error
R_2VpQNBQ0y3Xk4v1	Technical problem and inefficient backup procedures that we had back then	1	Technical problem that we had back then	no	serious	technical issue	technical problem	Broken server led to loss of data	1	Broken server led to loss of data	yes	technical/infrastructural problem	technical failure
R_2VpQNBQ0y3Xk4v1	Technical problem and inefficient backup procedures that we had back then	2	inefficient backup procedures that we had back then	no	serious	bad or lack of standards	insufficient procedures	Broken server led to loss of data	1	Broken server led to loss of data	yes	technical/infrastructural problem	technical failure
R_2VQJaAMQ7x7b0Vc	Inexperienced researcher (typically an early-stage graduate student) ran statistical analysis on full data set without considering trial validity.	1	Inexperienced researcher (typically an early-stage graduate student) ran statistical analysis on full data set without considering trial validity.	yes	recurring	lack of knowledge/experience	inexperience	Failure to exclude error or otherwise invalid trials from statistical analysis.	1	Failure to exclude error or otherwise invalid trials from statistical analysis.	yes	data selection/merging error	failure to exclude trials
R_2VQJaAMQ7x7b0Vc	One was our first participant -- we were unfamiliar with the output data format and our experiment code did not record enough information for analysis. The microphone malfunctioned for two other participants and we were unable to code the accuracy of verbal responses, which made it impossible to analyze the data.	1	One was our first participant -- we were unfamiliar with the output data format and our experiment code did not record enough information for analysis. The microphone malfunctioned for two other participants and we were unable to code the accuracy of verbal responses, which made it impossible to analyze the data.	yes	serious	lack of knowledge/experience	inexperience	Error in data recording on a small-N patient-based study, so losing data from even 1 participant was somewhat significant.	1	Error in data recording on a small-N patient-based study, so losing data from even 1 participant was somewhat significant.	yes	data input error	error in recording data
R_2vZVaf4kmem95MD	Poor training/supervision after training (aka quality control)	1	Poor training/supervision after training (aka quality control)	yes	recurring	bad skill management	insufficient training	Data collectors not recording all the information that data forms requested.	1	Data collectors not recording all the information that data forms requested.	yes	deviation from the protocol	not following data collection protocol
R_2wBKpgElsyjBV0b	carelessness	1	carelessness	yes	recurring	carelessness	carelessness	incomplete copying from spreadsheet into another application	1	incomplete copying from spreadsheet into another application	yes	data transfer error	copy paste error
R_2WCr8uf7CKPkEXG	Mplus code is VERY fiddly	1	Mplus code is VERY fiddly	yes	recurring	too high complexity	too complex task	mistakes in writing software code for Mplus	1	mistakes in writing software code for Mplus	yes	programming error	program coding error
R_2WCr8uf7CKPkEXG	Mplus is very fiddly	1	Mplus is very fiddly	yes	serious	too high complexity	too complex	Mistakes in Mplus coding	1	Mistakes in Mplus coding	yes	programming error	program coding error
R_2wMmMiikRn9F6qX	human error in combination with sharing codes and using packages with bugs	3	using packages with bugs	no	recurring	technical issue	technical problem	coding errors during data processing/analysis (e.g., not updating variables, wrong loops. etc.)	1	coding errors during data processing/analysis (e.g., not updating variables, wrong loops. etc.)	yes	programming error	program coding error
R_2Wxs9NL5pTh2Ko0	Inexperienced new project member at the supplier	1	Inexperienced new project member at the supplier	yes	serious	lack of knowledge/experience	inexperience	We were provided with an incorrect weighting variable by a third party	1	We were provided with an incorrect weighting variable by a third party	yes	wrong data processing/analysis	using incorrect variable in analysis
