response_id	mistake	mistake_no	mistake_sep	maximum_response_one_type	type	group_type	code_type
R_2yfG7EjmzWsyWxx	Sorting variables or splitting the file and then not returning to the default; Not saving the cleaned and imputed data file used in specific analyses, and later having difficulties to reproduce the file used in the analyses	1	Sorting variables or splitting the file and then not returning to the default;	no	recurring	data selection/merging error	forgot to turn off filter
R_2yfG7EjmzWsyWxx	Difficulty in locating/ matching the answers of some participants in longitudinal studies	1	Difficulty in locating/ matching the answers of some participants in longitudinal studies	yes	serious	bad connection of data points	failure to connect participants to their data
R_2yfG7EjmzWsyWxx	Sorting variables or splitting the file and then not returning to the default; Not saving the cleaned and imputed data file used in specific analyses, and later having difficulties to reproduce the file used in the analyses	2	Not saving the cleaned and imputed data file used in specific analyses, and later having difficulties to reproduce the file used in the analyses	no	recurring	loss of materials/documentation/data	not saving processed data
R_2yfNEamm9FvTD4O	building data frame wrongly the first time	1	building data frame wrongly the first time	yes	recurring	data or file organisation error	mistake in data structure
R_2yg8jYMAU5WqMfg	I took over a project some years ago with useless variable names and no log for what had happened in that data set before my time. I believe that would be a common problem.	1	I took over a project some years ago with useless variable names and	no	recurring	ambiguous naming/defining of data	ambiguous variable naming
R_2yg8jYMAU5WqMfg	Problems with filing, I would say. So, not assigning names to data sets and the like in a systematic manner, leading to confusion as to what is what.	1	Problems with filing, I would say. So, not assigning names to data sets and the like in a systematic manner, leading to confusion as to what is what.	yes	serious	ambiguous naming/defining of data	nonsystematic file naming
R_2yg8jYMAU5WqMfg	I took over a project some years ago with useless variable names and no log for what had happened in that data set before my time. I believe that would be a common problem.	2	no log for what had happened in that data set before my time	no	recurring	bad or poor documentation	lack or poor documentation
R_2YKRrPH6SwOg1i9	Not documenting data cleaning and processing steps so you can’t recall how to get from the raw data file to the input used for analysis	1	Not documenting data cleaning and processing steps so you can’t recall how to get from the raw data file to the input used for analysis	yes	recurring	bad or poor documentation	lack or poor documentation
R_2YKRrPH6SwOg1i9	Copy/paste error misaligned rows of data and incorrectly changed the identity of the subjects associated with each dataset	1	Copy/paste error misaligned rows of data and incorrectly changed the identity of the subjects associated with each dataset	yes	serious	data transfer error	copy paste error
R_2YQViBTzxB4Z58d	Failure to programme response-collection aspect of the task properly, or other programming errors.	1	Failure to programme response-collection aspect of the task properly, or other programming errors.	yes	recurring	programming error	program coding error
R_2YQViBTzxB4Z58d	About 24 participants tested with no data collected.	1	About 24 participants tested with no data collected.	yes	serious	data input error	not recording data
R_2Yrmw7uMu8U6eEA	Failure to register (or correctly register) participant data	1	Failure to register participant data	no	recurring	data input error	not recording data
R_2Yrmw7uMu8U6eEA	Incorrect registration of participant responses	1	Incorrect registration of participant responses	yes	serious	data input error	incorrect data recording
R_2Yrmw7uMu8U6eEA	Failure to register (or correctly register) participant data	2	Failure to correctly register participant data	no	recurring	data input error	not recording data
R_2YrWWMvbQaoXT8U	we have lots of data checking protocols and so mistakes are eliminated (I hope/think) before dissemination. Type of errors include miscoding of participants to wrong group.	1	we have lots of data checking protocols and so mistakes are eliminated (I hope/think) before dissemination. Type of errors include miscoding of participants to wrong group.	yes	recurring	participant allocation error	assigning participant to the wrong group
R_2YSaYiPeTrGttp8	Error in the analysis code.	1	Error in the analysis code.	yes	recurring	wrong data processing/analysis	wrong analysis
R_2YSaYiPeTrGttp8	RA had been inputting data by hand incorrectly and this all had to be redone.	1	RA had been inputting data by hand incorrectly and this all had to be redone.	yes	serious	data input error	data entry error
R_2zHk3lrt2viQjzY	Variables were recoded into same variables (without timing note of the recoding)	1	Variables were recoded into same variables (without timing note of the recoding)	yes	recurring	version control error	overwriting data
R_2zHk3lrt2viQjzY	Loss of data	1	Loss of data	yes	serious	loss of materials/documentation/data	data loss
R_2zjVTdbw0kClOqk	Failing to document precisely changes made to the dataset, making it difficult to reproduce/replicate analyses and results.	1	Failing to document precisely changes made to the dataset, making it difficult to reproduce/replicate analyses and results.	yes	recurring	bad or poor documentation	lack or poor documentation
R_2ZKX9MFhEoJ5EsP	"Scoring issues when transferring data from paper / pencil to digital (different / wrong scales for the same instrument, different scoring of the scales for different time points, differing interpretation of ""categories"" among student assistants who were scoring free text answers as categorical items)"	1	Scoring issues when transferring data from paper / pencil to digital	no	recurring	data transfer error	transcription error
R_2ZKX9MFhEoJ5EsP	"Scoring issues when transferring data from paper / pencil to digital (different / wrong scales for the same instrument, different scoring of the scales for different time points, differing interpretation of ""categories"" among student assistants who were scoring free text answers as categorical items)"	2	different / wrong scales for the same instrument	no	recurring	oversight in study design or measurement	using wrong scales
R_2ZKX9MFhEoJ5EsP	"Scoring issues when transferring data from paper / pencil to digital (different / wrong scales for the same instrument, different scoring of the scales for different time points, differing interpretation of ""categories"" among student assistants who were scoring free text answers as categorical items)"	3	different scoring of the scales for different time points	no	recurring	oversight in study design or measurement	inconsistent scoring
