response_id	cause_type	cause	cause_no	cause_sep	code	n	group
R_2WCr8uf7CKPkEXG	serious	Mplus is very fiddly	1	Mplus is very fiddly	too complex	4	too high complexity
R_2WGQonc2eGviLKq	recurring	human error	1	human error	human error	54	"NA"
R_2WGQonc2eGviLKq	serious	Human error entering in wrong filter setting	1	Human error entering in wrong filter setting	human error	54	"NA"
R_2WJC3PKuf5TvxjC	recurring	NA	1	missing	missing	183	missing
R_2WJC3PKuf5TvxjC	serious	NA	1	missing	missing	183	missing
R_2wMmMiikRn9F6qX	recurring	human error in combination with sharing codes and using packages with bugs	1	human error	human error	54	"NA"
R_2wMmMiikRn9F6qX	serious	we work with hardware IDs, software IDs, and paper-pencil IDs and they are not automatically the same (plus different people are working on different aspects of data).	1	we work with hardware IDs, software IDs, and paper-pencil IDs and they are not automatically the same	lack of automatization	1	risking human error
R_2wMmMiikRn9F6qX	recurring	human error in combination with sharing codes and using packages with bugs	2	sharing codes	insufficient information	59	insufficient information
R_2wMmMiikRn9F6qX	serious	we work with hardware IDs, software IDs, and paper-pencil IDs and they are not automatically the same (plus different people are working on different aspects of data).	2	(plus different people are working on different aspects of data).	too many team member working on the same task	1	project management issue
R_2wMmMiikRn9F6qX	recurring	human error in combination with sharing codes and using packages with bugs	3	using packages with bugs	technical problem	6	technical issue
R_2wu8pRf0QuCSjtC	recurring	In a memory task, participants recall nothing at all, when mean is it recall of 5-8 things, and the formula assumed at least one thing would be recalled..	1	In a memory task, participants recall nothing at all, when mean is it recall of 5-8 things, and the formula assumed at least one thing would be recalled..	error in formula	1	"NA"
R_2wu8pRf0QuCSjtC	serious	The values were out slightly because different participants contributed different numbers of data points per cell-- only spotted when data  reanalysed by another team.  Not serious error and didn't affect conclusion	1	The values were out slightly because different participants contributed different numbers of data points per cell-- only spotted when data  reanalysed by another team.  Not serious error and didn't affect conclusion	insufficient information	59	insufficient information
R_2WVyCoeuAAHCNin	recurring	Graduate student mistake	1	Graduate student mistake	insufficient information	59	insufficient information
R_2WVyCoeuAAHCNin	serious	Grad student mistake	1	Grad student mistake	insufficient information	59	insufficient information
R_2Wxs9NL5pTh2Ko0	recurring	Lack of quality control	1	Lack of quality control	insufficient checking	7	"NA"
R_2Wxs9NL5pTh2Ko0	serious	Inexperienced new project member at the supplier	1	Inexperienced new project member at the supplier	inexperience	68	lack of knowledge/experience
R_2XbwfGL9OmGNpNx	recurring	NA	1	missing	missing	183	missing
R_2XbwfGL9OmGNpNx	serious	NA	1	missing	missing	183	missing
R_2xEjkBHMLVAdlpz	recurring	spreadsheet editing error	1	spreadsheet editing error	error in spreadsheet editing	1	"NA"
R_2xEjkBHMLVAdlpz	serious	spreadsheet error	1	spreadsheet error	spreadsheet error	1	"NA"
R_2XhPhn1YeASQHAr	recurring	too many stakeholders	1	too many stakeholders	too many team members working on one task	7	project management issue
R_2XhPhn1YeASQHAr	serious	NA	1	missing	missing	183	missing
R_2XhZupfT3JtBBeo	recurring	Insufficient training	1	Insufficient training	inexperience	68	lack of knowledge/experience
R_2XhZupfT3JtBBeo	serious	See above	1	See above	see above	37	see above
R_2xKa98jPFbLuzjs	recurring	Problem with external disk where the data were saved	1	Problem with external disk where the data were saved	technical failure	14	technical issue
R_2xKa98jPFbLuzjs	serious	NA	1	missing	missing	183	missing
R_2xWedLepVORUb2s	recurring	Memory loss	1	Memory loss	insufficient information	59	insufficient information
R_2xWedLepVORUb2s	serious	Software failure (company tanked - no support)	1	Software failure (company tanked - no support)	software failure	2	technical issue
R_2xYjxG2sdLotM8Q	recurring	Not careful enough	1	Not careful enough	carelessness	41	carelessness
R_2xYjxG2sdLotM8Q	serious	same	1	same	see above	37	see above
R_2Y4AUWvkpjNoWMj	recurring	We dropped a feature that was present in almost all sarcastic responses. Later, after bringing the original data in for a class project, I realized this variable was actually the most diagnostic as it rarely occurred in literal responses.  Or, stated another way, I made an incorrect subjective decision to omit a variable.	1	We dropped a feature that was present in almost all sarcastic responses. Later, after bringing the original data in for a class project, I realized this variable was actually the most diagnostic as it rarely occurred in literal responses.  Or, stated another way, I made an incorrect subjective decision to omit a variable.	incorrectly excluding a variable	1	"NA"
R_2Y4AUWvkpjNoWMj	serious	Improper labeling of files (i.e. Control Version A instead of Control Version B)	1	Improper labeling of files (i.e. Control Version A instead of Control Version B)	error in labelling	1	"NA"
R_2YeLYCNeAEarPbX	recurring	Poor quantitative skills Poor understanding of basic database algorithms Poor data management Low to no awareness of the problem	1	Poor quantitative skills	inexperience	68	lack of knowledge/experience
R_2YeLYCNeAEarPbX	serious	Poor conscientiousness	1	Poor conscientiousness	inattention	31	inattention
R_2YeLYCNeAEarPbX	recurring	Poor quantitative skills Poor understanding of basic database algorithms Poor data management Low to no awareness of the problem	2	Poor understanding of basic database algorithms	poor understanding	1	lack of knowledge/experience
R_2YeLYCNeAEarPbX	recurring	Poor quantitative skills Poor understanding of basic database algorithms Poor data management Low to no awareness of the problem	3	Poor data management	poor data management	1	"NA"
R_2YeLYCNeAEarPbX	recurring	Poor quantitative skills Poor understanding of basic database algorithms Poor data management Low to no awareness of the problem	4	Low to no awareness of the problem	lack of awaraness	1	inattention
R_2yfG7EjmzWsyWxx	recurring	Lack of concentration, fatigue, not having a clear algorithm for handling the data	1	Lack of concentration	lack of concentration	1	inattention
R_2yfG7EjmzWsyWxx	serious	Poor coding of personal data, spelling/ reading mistakes in paper-pencil data collections, etc.	1	Poor coding of personal data,	poor value coding	1	"NA"
R_2yfG7EjmzWsyWxx	recurring	Lack of concentration, fatigue, not having a clear algorithm for handling the data	2	fatigue	fatigue	5	physical and mental constraints
R_2yfG7EjmzWsyWxx	serious	Poor coding of personal data, spelling/ reading mistakes in paper-pencil data collections, etc.	2	spelling/ reading mistakes in paper-pencil data collections, etc.	misspelling	1	"NA"
R_2yfG7EjmzWsyWxx	recurring	Lack of concentration, fatigue, not having a clear algorithm for handling the data	3	not having a clear algorithm for handling the data	lack of standard procedure	6	bad or lack of standards
R_2yfNEamm9FvTD4O	recurring	inexperience	1	inexperience	inexperience	68	lack of knowledge/experience
R_2yfNEamm9FvTD4O	serious	inexperience	1	inexperience	inexperience	68	lack of knowledge/experience
R_2yg8jYMAU5WqMfg	recurring	Hard to say. Maybe a lack of supervision from more experienced researchers.	1	Hard to say. Maybe a lack of supervision from more experienced researchers.	lack of supervision	11	project management issue
R_2yg8jYMAU5WqMfg	serious	Sloppiness and lack of supervision.	1	Sloppiness and	sloppiness	10	carelessness
R_2yg8jYMAU5WqMfg	serious	Sloppiness and lack of supervision.	2	lack of supervision.	lack of supervision	11	project management issue
R_2YKRrPH6SwOg1i9	recurring	Kept saying “yeah, yeah, i gotta go that” but there were more pressing matters.	1	Kept saying “yeah, yeah, i gotta go that” but there were more pressing matters.	time pressure	20	time management issue
R_2YKRrPH6SwOg1i9	serious	Human error (Repetitive task)	1	Human error (Repetitive task)	human error	54	"NA"
R_2YQViBTzxB4Z58d	recurring	Human error, not enough beta testing due to schedule challenges.	1	Human error,	human error	54	"NA"
R_2YQViBTzxB4Z58d	serious	programming error	1	programming error	programming error	16	"NA"
R_2YQViBTzxB4Z58d	recurring	Human error, not enough beta testing due to schedule challenges.	2	not enough beta testing due to schedule challenges.	time pressure	20	time management issue
R_2Yrmw7uMu8U6eEA	recurring	A software/programming mistake	1	A software/programming mistake	programming error	16	"NA"
R_2Yrmw7uMu8U6eEA	serious	A software/programming mistake	1	A software/programming mistake	error in programming code	7	"NA"
R_2YrWWMvbQaoXT8U	recurring	Inexperience of junior researchers	1	Inexperience of junior researchers	inexperience	68	lack of knowledge/experience
R_2YrWWMvbQaoXT8U	serious	n/a	1	n/a	irrelevant content	38	irrelevant content
R_2YSaYiPeTrGttp8	recurring	Programming bugs	1	Programming bugs	programming error	16	"NA"
R_2YSaYiPeTrGttp8	serious	Improperly training RA	1	Improperly training RA	improper training of RA	1	bad skill management
R_2zHk3lrt2viQjzY	recurring	Several people working on the same dataset	1	Several people working on the same dataset	too many team members working on one task	7	project management issue
R_2zHk3lrt2viQjzY	serious	Variables were deleted without a backup of original dataset	1	Variables were deleted without a backup of original dataset	no backup	1	"NA"
R_2zjVTdbw0kClOqk	recurring	Lack of protocol, discipline, and experience.	1	Lack of protocol	lack of protocol	1	bad or lack of standards
R_2zjVTdbw0kClOqk	recurring	Lack of protocol, discipline, and experience.	2	Lack of discipline	lack of discipline	1	lack of control
R_2zjVTdbw0kClOqk	recurring	Lack of protocol, discipline, and experience.	3	Lack of experience.	lack of experience	2	lack of knowledge/experience
R_2zjVTdbw0kClOqk	serious	-	1	-	irrelevant content	38	irrelevant content
R_2ZKX9MFhEoJ5EsP	recurring	Change of research staff, time pressure leading to superficial work when producing scoring sheets, insufficient supervision and training of student assistants	1	Change of research staff,	change of team members	1	project management issue
