response_id	mistake_type	mistake	mistake_no	mistake_sep	code	n	group
R_2rZ2DTpbcWFIEhG	recurring	mislabelling, less documentation	1	mislabelling, less documentation	ambiguous variable naming	40	ambiguous naming/defining of data
R_2rZ2DTpbcWFIEhG	serious	NA	1	missing	missing	125	missing
R_2s1ktoIv8TbR7va	recurring	No project with data in the last 5 years and more. Worst mistake was loss of some outputs of elaborations on data, no loss of data themselves.	1	No project with data in the last 5 years and more. Worst mistake was loss of some outputs of elaborations on data, no loss of data themselves.	out of timeframe	15	out of timeframe
R_2s1ktoIv8TbR7va	serious	The one above, more than five years ago	1	The one above, more than five years ago	see above	40	see above
R_2S2MjnRg4NsWUiX	recurring	badly executed merging of data	1	badly executed merging of data	wrong data merging	13	data selection/merging error
R_2S2MjnRg4NsWUiX	serious	programming difficulties in data merging	1	programming difficulties in data merging	wrong data merging	13	data selection/merging error
R_2SBjtXj9EjzI7Sn	recurring	Longer than 5 years ago, but I have data I can no longer recover for use.	1	Longer than 5 years ago, but I have data I can no longer recover for use.	out of timeframe	15	out of timeframe
R_2SBjtXj9EjzI7Sn	serious	Had to drop some coders' codings.	1	Had to drop some coders' codings.	value coding error	35	data coding error
R_2SeF9B5dnR5QZ1N	recurring	Miscopying of data from a spreadsheet to a statistical package	1	Miscopying of data from a spreadsheet to a statistical package	copy paste error	26	data transfer error
R_2SeF9B5dnR5QZ1N	serious	Using the same participant number for more than one individual	1	Using the same participant number for more than one individual	ambiguous participant identifier	8	ambiguous naming/defining of data
R_2thgLa4jntEMBiq	recurring	uninformative variable names, insufficient documentation of data treatment (e.g., what items were collapsed into a scale, what were the alphas or the FA justification), mistakes in combining datasets.	1	uninformative variable names	ambiguous variable naming	40	ambiguous naming/defining of data
R_2thgLa4jntEMBiq	serious	all of the above mentioned mistakes	1	all of the above mentioned mistakes	see above	40	see above
R_2thgLa4jntEMBiq	recurring	uninformative variable names, insufficient documentation of data treatment (e.g., what items were collapsed into a scale, what were the alphas or the FA justification), mistakes in combining datasets.	2	insufficient documentation of data treatment (e.g., what items were collapsed into a scale, what were the alphas or the FA justification)	lack or poor documentation	23	bad or poor documentation
R_2thgLa4jntEMBiq	recurring	uninformative variable names, insufficient documentation of data treatment (e.g., what items were collapsed into a scale, what were the alphas or the FA justification), mistakes in combining datasets.	3	mistakes in combining datasets.	wrong data merging	13	data selection/merging error
R_2tiiMYZYEfHjyYN	recurring	Research assistant canceled or failed to show up for a scheduled session, resulting in data loss for researchers and wasted time for participants.	1	Research assistant canceled or failed to show up for a scheduled session, resulting in data loss for researchers and wasted time for participants.	not showing up for data collection	1	project management error
R_2tiiMYZYEfHjyYN	serious	Overwrote a file containing raw data from a time-consuming study.	1	Overwrote a file containing raw data from a time-consuming study.	overwriting data	15	version control error
R_2tLFnGE5wJ0UxSs	recurring	In large datasets, with hundreds of variables: Analyzing earlier version of e.g., sum score that includes errors rectified in later version of variable.	1	In large datasets, with hundreds of variables: Analyzing earlier version of e.g., sum score that includes errors rectified in later version of variable.	using the wrong version of data	48	version control error
R_2tLFnGE5wJ0UxSs	serious	same as above	1	same as above	see above	40	see above
R_2tM3kyffGsiC0lA	recurring	Not aware of any	1	Not aware of any	irrelevant content	84	irrelevant content
R_2tM3kyffGsiC0lA	serious	Not sure what this question is asking - wording is unclear	1	Not sure what this question is asking - wording is unclear	irrelevant content	84	irrelevant content
R_2TRUjQ7kYqmtIno	recurring	multiple versions of data files leading to using incorrect variables naming and transformations without documentation	1	multiple versions of data files leading to using incorrect variables naming and transformations without documentation	lack or poor documentation	23	bad or poor documentation
R_2TRUjQ7kYqmtIno	serious	A variable was reverse-coded when it was not supposed to be	1	A variable was reverse-coded when it was not supposed to be	reverse coding variable by mistake	1	data coding error
R_2TzanZPigM2xVuV	recurring	I have only had one mistake -- 25 years ago. Long story (of course), once I learned about the mistake, I threw away the data and collected it properly.	1	I have only had one mistake -- 25 years ago. Long story (of course), once I learned about the mistake, I threw away the data and collected it properly.	out of timeframe	15	out of timeframe
R_2TzanZPigM2xVuV	serious	None	1	None	irrelevant content	84	irrelevant content
R_2U0jyqZlTh8B9Kk	recurring	Mixing different version of preprocessed data in further processing.	1	Mixing different version of preprocessed data in further processing.	using the wrong version of data	48	version control error
R_2U0jyqZlTh8B9Kk	serious	Using a non-standard script to calculate d'.	1	Using a non-standard script to calculate d'.	using non standard script	1	deviation from the protocol
R_2U4pgn1GCmJuGaU	recurring	uninformative data labeling	1	uninformative data labeling	ambiguous variable naming	40	ambiguous naming/defining of data
R_2U4pgn1GCmJuGaU	serious	mislabeled data	1	mislabeled data	mislabeling	3	ambiguous naming/defining of data
R_2U5GjHtbKZYkmMX	recurring	Forgetting to anonymize the data.	1	Forgetting to anonymize the data.	not anonymizing data	1	violation in ethics
R_2U5GjHtbKZYkmMX	serious	Not aligning the participant numbers well between two data-sets from one study.	1	Not aligning the participant numbers well between two data-sets from one study.	ambiguous participant identifier	8	ambiguous naming/defining of data
R_2U9jvXCLvYdgF4v	recurring	Not necessarily working on the most recent dataset.	1	Not necessarily working on the most recent dataset.	using the wrong version of data	48	version control error
