StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	inform	general_frequency	recurring_story	recurring_cause	recurring_frequency	recurring_serious	recurring_outcome	recurring_outcome_6_TEXT	serious_story	serious_cause	serious_serious	serious_outcome	serious_outcome_6_TEXT	field	years	comment
2018-12-10 22:53:53	2018-12-10 23:16:19	IP Address	100	1346	True	2018-12-10 23:16:20	R_3CWadSWEbwUhhrs	email	EN	Yes	"Low
Occurs in some of the projects"	instruments were not appropriate for the participants (e.g. personality questionnaire applied to the sample which couldn't understand the meaning of the items (and that could be seen on the reliability estimates) low control over the data collection procedure (especially in internet based research)	NA	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	1. in research about personality and diabetes control we apply personality questionnaire to the sample which could not understand the questions; data were unreliable and we abandoned this study; 2. internet study about bulb-flesh memory included survey which forced participants to answer all of the questions in order to proceed; it turns out that many participants quit before they completed the whole survey	I think that pilot study would help in both cases; thus we could say that the cause was time restriction related to the research	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	personality psychology	27	NA
2018-12-10 23:30:56	2018-12-10 23:34:07	IP Address	100	190	True	2018-12-10 23:34:07	R_1Kp6yZnGSG4gEcP	email	EN	Yes	"Very Low
Occurs never or rarely"	corruption of data files	unknown	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	corruption of data files	unknown	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	experimental and cognitive psychology	24	NA
2018-12-10 23:34:07	2018-12-10 23:35:32	IP Address	100	85	True	2018-12-10 23:35:32	R_1ohTkjECbK7PyOm	email	EN	Yes	"Moderate
Occurs in half of the projects"	NA	NA	NA	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	frustration	NA	NA	NA	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	other	15	NA
2018-12-10 23:33:48	2018-12-10 23:37:28	IP Address	100	219	True	2018-12-10 23:37:28	R_1OkPHcZJmExTE2S	email	EN	Yes	"Low
Occurs in some of the projects"	typo	tiredness or carelessness	"Low
Occurs in some of the projects"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	erroneous conclusion	NA	none	none	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	erroneous conclusion	NA	other	18	none
2018-12-10 23:35:45	2018-12-10 23:48:19	IP Address	100	754	True	2018-12-10 23:48:20	R_1mW0ThB9AoMJITt	email	EN	Yes	"Low
Occurs in some of the projects"	I harvest data from a variety of published (typically online) sources, and sometimes the original data get disconnected from the working data sets that I use for modeling.	My own sloppy record keeping and file organization.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	No. All are fairly trivial and can be corrected with some backtracking. Nothing stands out. The real question is, How much do I trust the original compilers of the data?	See above.	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	other	35	I doubt that I belong in your sample. I'm not a psychologist, I am a comparative-historical sociologist.
2018-12-10 23:45:03	2018-12-10 23:52:46	IP Address	100	463	True	2018-12-10 23:52:46	R_1jvKqTl2Ij19jke	email	EN	Yes	"Very Low
Occurs never or rarely"	inversion of condition labels during processing	lack of attention	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	NA	NA	NA	NA	NA	experimental and cognitive psychology	25	NA
2018-12-10 23:43:53	2018-12-10 23:57:06	IP Address	100	793	True	2018-12-10 23:57:07	R_3JgdVz92UzIXsDf	email	EN	Yes	"Low
Occurs in some of the projects"	"Programming errors - I can't think of any other mistake that's ever been made (except or for students doing God knows what when working with their data, but that is always something I double check and correct as a matter of course. Letting students make those data working mistakes, to show them how careful you actually need to be is more a life-lesson for them, than a mistake by the ""research team""."	Being time poor is the primary cause. I do all my own programming and the primary reason why errors sometimes occur is that I have insufficient time to take due care when checking and double-checking both the program and the data files to ensure that everything is programmed correctly and recording correctly.  These don't happen that often, but often enough that if I had more time, I would spend more time in the double-triple checking phase before opening the study up to participants.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	other	time loss and frustration	I programmed a series of images to display randomly to participants on the screen (three images representing three different conditions, placed in a random configuration on the screen, participants had to choose one of these on each trial). I recorded where on the screen participants clicked, but somehow managed to not record which image was where on which trial, so I couldn't actually triangulate back to the image chosen on each trial.	In this instance I used a programming technique to randomise the images that I hadn't used in this context before and, due to a lack of available time, it was the student who double-checked the output rather than me and failed to recognise that these data were not recorded (although even had I checked it, I may not have immediately noticed, since I've never before come across a way of coding in that program that doesn't result in every event of a trial being recorded.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	other	time loss and frustration	experimental and cognitive psychology	10	NA
2018-12-11 00:14:44	2018-12-11 00:20:12	IP Address	100	327	True	2018-12-11 00:20:12	R_Ajw5jmJ8M7DobyF	email	EN	Yes	"Low
Occurs in some of the projects"	Earlier version of questionnaire used with a small number of respondents before error identified. Discarded participants from study.	Inaccurate labeling of updated questionnaire file.	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	other	Loss of sample participants	Ambiguous wording of questionnaire item that precluded interpretation of data relative to the hypotheses.	Wording problems not identified in development stage.  The implications of wording not realized until analysis stage.	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	frustration	NA	clinical psychology	30	NA
2018-12-11 00:27:30	2018-12-11 00:36:13	IP Address	100	522	True	2018-12-11 00:36:13	R_2zHk3lrt2viQjzY	email	EN	Yes	"Very Low
Occurs never or rarely"	Variables were recoded into same variables (without timing note of the recoding)	Several people working on the same dataset	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Loss of data	Variables were deleted without a backup of original dataset	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	personality psychology	11	NA
2018-12-11 00:37:52	2018-12-11 00:40:38	IP Address	100	165	True	2018-12-11 00:40:38	R_1i2NaZKfSEk0NAo	email	EN	Yes	"Very Low
Occurs never or rarely"	No data mistakes at this time	NA	"Very Low
Occurs never or rarely"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	other	NA	NA	NA	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	other	NA	developmental and educational psychology	33	NA
2018-12-11 00:35:31	2018-12-11 00:49:07	IP Address	100	816	True	2018-12-11 00:49:07	R_2VQJaAMQ7x7b0Vc	email	EN	Yes	"Very Low
Occurs never or rarely"	Failure to exclude error or otherwise invalid trials from statistical analysis.	Inexperienced researcher (typically an early-stage graduate student) ran statistical analysis on full data set without considering trial validity.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Error in data recording on a small-N patient-based study, so losing data from even 1 participant was somewhat significant.	One was our first participant -- we were unfamiliar with the output data format and our experiment code did not record enough information for analysis. The microphone malfunctioned for two other participants and we were unable to code the accuracy of verbal responses, which made it impossible to analyze the data.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	experimental and cognitive psychology	18	Our most serious data errors occur in the collection stage when there is a problem with collecting data in the hospital. For analysis, we adhere to reproducible data analysis practices -- using fully reproducible R and/or Matlab scripts for data pre-processing and analysis and code review to catch errors (such as the trial-exclusion issue that comes up occasionally).
